"Player","Team","Position","Type","Team","Bid","Pr","Date (CEST)","Gameweek"
"Ben Mee","BRF","D","Claim","Klimmania","44.00","4","Fri Dec 1, 2023, 12:00PM","14"
"Joel Ward","CRY","D","Drop","Klimmania","","4","Fri Dec 1, 2023, 12:00PM","14"
"Antoine Semenyo","BOU","M,F","Claim","Poor Man's Pirlo","5.00","2","Fri Dec 1, 2023, 12:00PM","14"
"Kurt Zouma","WHU","D","Drop","Poor Man's Pirlo","","2","Fri Dec 1, 2023, 12:00PM","14"
"Manuel Akanji","MCI","D,M","Claim","One Season Wonderers","8.00","1","Fri Dec 1, 2023, 12:00PM","14"
"Axel Disasi","CHE","D","Drop","One Season Wonderers","","1","Fri Dec 1, 2023, 12:00PM","14"
"Giovani Lo Celso","TOT","M","Claim","Athletic Club Bapao","9.00","1","Fri Dec 1, 2023, 12:00PM","14"
"Cheick Doucoure","CRY","M","Drop","Athletic Club Bapao","","1","Fri Dec 1, 2023, 12:00PM","14"
"Caoimhin Kelleher","LIV","G","Claim","László Hofnár","6.00","1","Fri Dec 1, 2023, 12:00PM","14"
"Andreas Pereira","FUL","M","Drop","László Hofnár","","1","Fri Dec 1, 2023, 12:00PM","14"
"Joao Pedro","BHA","M,F","Claim","NOAD Athletic","78.00","1","Fri Dec 1, 2023, 12:00PM","14"
"Solly March","BHA","D,M","Drop","NOAD Athletic","","1","Fri Dec 1, 2023, 12:00PM","14"
"Nathan Ake","MCI","D","Claim","Mövenpickje FC","3.00","1","Fri Dec 1, 2023, 12:00PM","14"
"Willy Boly","NOT","D","Drop","Mövenpickje FC","","1","Fri Dec 1, 2023, 12:00PM","14"
"David Raya","BRF/ARS","G","Claim","Klimmania","13.00","1","Fri Dec 1, 2023, 12:00PM","14"
"Alphonse Areola","WHU","G","Drop","Klimmania","","1","Fri Dec 1, 2023, 12:00PM","14"
"Lewis Cook","BOU","M","Claim","Redford United","15.00","1","Fri Dec 1, 2023, 12:00PM","14"
"Mason Mount","MUN","M,F","Drop","Redford United","","1","Fri Dec 1, 2023, 12:00PM","14"
"Jordan Pickford","EVE","G","Claim","Nimma Koempels","0.00","1","Fri Dec 1, 2023, 12:00PM","14"
"Aaron Ramsdale","ARS","G","Drop","Nimma Koempels","","1","Fri Dec 1, 2023, 12:00PM","14"
"Willian","FUL","M,F","Claim","Klimmania","20.00","5","Fri Nov 24, 2023, 12:00PM","13"
"Jan-Paul van Hecke","BHA","D","Drop","Klimmania","","5","Fri Nov 24, 2023, 12:00PM","13"
"Robert Sanchez","CHE","G","Claim","Mövenpickje FC","11.00","2","Fri Nov 24, 2023, 12:00PM","13"
"Andre Onana","MUN","G","Drop","Mövenpickje FC","","2","Fri Nov 24, 2023, 12:00PM","13"
"Toti","WOL","D","Claim","NOAD Athletic","5.00","1","Fri Nov 24, 2023, 12:00PM","13"
"Adam Webster","BHA","D","Drop","NOAD Athletic","","1","Fri Nov 24, 2023, 12:00PM","13"
"Victor Lindelof","MUN","D","Claim","László Hofnár","6.00","2","Fri Nov 24, 2023, 12:00PM","13"
"Sergio Reguilon","TOT/MUN/BRF","D,M","Drop","László Hofnár","","2","Fri Nov 24, 2023, 12:00PM","13"
"Marc Cucurella","CHE","D,M","Claim","BarcelOna '53","12.00","1","Fri Nov 24, 2023, 12:00PM","13"
"Josko Gvardiol","MCI","D","Drop","BarcelOna '53","","1","Fri Nov 24, 2023, 12:00PM","13"
"Tyrick Mitchell","CRY","D,M","Claim","Mövenpickje FC","8.00","1","Fri Nov 24, 2023, 12:00PM","13"
"John Stones","MCI","D,M","Drop","Mövenpickje FC","","1","Fri Nov 24, 2023, 12:00PM","13"
"Andrew Robertson","LIV","D","Claim","Poor Man's Pirlo","12.00","1","Fri Nov 24, 2023, 12:00PM","13"
"Michail Antonio","WHU","F","Drop","Poor Man's Pirlo","","1","Fri Nov 24, 2023, 12:00PM","13"
"Ben Davies","TOT","D,M","Claim","László Hofnár","6.00","1","Fri Nov 24, 2023, 12:00PM","13"
"Raphael Varane","MUN","D","Drop","László Hofnár","","1","Fri Nov 24, 2023, 12:00PM","13"
"Cameron Archer","AVL/SHU","M,F","Claim","Klimmania","16.00","1","Fri Nov 24, 2023, 12:00PM","13"
"Taiwo Awoniyi","NOT","F","Drop","Klimmania","","1","Fri Nov 24, 2023, 12:00PM","13"
"Edson Alvarez","WHU","M","Claim","Nimma Koempels","1.00","4","Fri Nov 17, 2023, 12:00PM","13"
"Harvey Elliott","LIV","M,F","Drop","Nimma Koempels","","4","Fri Nov 17, 2023, 12:00PM","13"
"Jack Grealish","MCI","M,F","Claim","Sjeeterboys","2.00","4","Fri Nov 17, 2023, 12:00PM","13"
"Matheus Franca","CRY","F","Drop","Sjeeterboys","","4","Fri Nov 17, 2023, 12:00PM","13"
"Ryan Christie","BOU","M,F","Claim","NOAD Athletic","3.00","2","Fri Nov 17, 2023, 12:00PM","13"
"Willian","FUL","M,F","Drop","NOAD Athletic","","2","Fri Nov 17, 2023, 12:00PM","13"
"Neto","BOU","G","Claim","Redford United","1.00","1","Fri Nov 17, 2023, 12:00PM","13"
"Neal Maupay","EVE/BRF","F","Drop","Redford United","","1","Fri Nov 17, 2023, 12:00PM","13"
"Tomas Soucek","WHU","M","Claim","Athletic Club Bapao","38.00","2","Fri Nov 17, 2023, 12:00PM","13"
"Serge Aurier","NOT","D,M","Drop","Athletic Club Bapao","","2","Fri Nov 17, 2023, 12:00PM","13"
"Antonee Robinson","FUL","D","Claim","One Season Wonderers","18.00","5","Fri Nov 17, 2023, 12:00PM","13"
"Tyrick Mitchell","CRY","D,M","Drop","One Season Wonderers","","5","Fri Nov 17, 2023, 12:00PM","13"
"Konstantinos Tsimikas","LIV","D","Claim","Sjeeterboys","39.00","1","Fri Nov 17, 2023, 12:00PM","13"
"Igor Julio","BHA","D","Drop","Sjeeterboys","","1","Fri Nov 17, 2023, 12:00PM","13"
"Joe Willock","NEW","M","Claim","One Season Wonderers","14.00","1","Fri Nov 17, 2023, 12:00PM","13"
"Jeffrey Schlupp","CRY","M,F","Drop","One Season Wonderers","","1","Fri Nov 17, 2023, 12:00PM","13"
"Aaron Ramsdale","ARS","G","Claim","Nimma Koempels","0.00","1","Fri Nov 17, 2023, 12:00PM","13"
"Jordan Pickford","EVE","G","Drop","Nimma Koempels","","1","Fri Nov 17, 2023, 12:00PM","13"
"Jeffrey Schlupp","CRY","M,F","Claim","One Season Wonderers","6.00","3","Fri Nov 10, 2023, 12:00PM","12"
"Edson Alvarez","WHU","M","Drop","One Season Wonderers","","3","Fri Nov 10, 2023, 12:00PM","12"
"Igor Julio","BHA","D","Claim","Sjeeterboys","4.00","6","Fri Nov 10, 2023, 12:00PM","12"
"Konstantinos Tsimikas","LIV","D","Drop","Sjeeterboys","","6","Fri Nov 10, 2023, 12:00PM","12"
"Alex Iwobi","EVE/FUL","M,F","Claim","BarcelOna '53","12.00","11","Fri Nov 10, 2023, 12:00PM","12"
"Tomas Soucek","WHU","M","Drop","BarcelOna '53","","11","Fri Nov 10, 2023, 12:00PM","12"
"Harvey Elliott","LIV","M,F","Claim","Nimma Koempels","0.00","5","Fri Nov 10, 2023, 12:00PM","12"
"Tom Lockyer","LUT","D","Drop","Nimma Koempels","","5","Fri Nov 10, 2023, 12:00PM","12"
"Tyrick Mitchell","CRY","D,M","Claim","One Season Wonderers","4.00","2","Fri Nov 10, 2023, 12:00PM","12"
"Nelson Semedo","WOL","D,M","Drop","One Season Wonderers","","2","Fri Nov 10, 2023, 12:00PM","12"
"Josko Gvardiol","MCI","D","Claim","BarcelOna '53","15.00","5","Fri Nov 10, 2023, 12:00PM","12"
"Dan Burn","NEW","D","Drop","BarcelOna '53","","5","Fri Nov 10, 2023, 12:00PM","12"
"Odysseas Vlachodimos","NOT","G","Claim","Sjeeterboys","3.00","2","Fri Nov 10, 2023, 12:00PM","12"
"David Raya","BRF/ARS","G","Drop","Sjeeterboys","","2","Fri Nov 10, 2023, 12:00PM","12"
"Taiwo Awoniyi","NOT","F","Claim","Klimmania","25.00","5","Fri Nov 10, 2023, 12:00PM","12"
"Joao Pedro","BHA","M,F","Drop","Klimmania","","5","Fri Nov 10, 2023, 12:00PM","12"
"Kai Havertz","ARS","M,F","Claim","NOAD Athletic","14.00","3","Fri Nov 10, 2023, 12:00PM","12"
"Luca Koleosho","BUR","M,F","Drop","NOAD Athletic","","3","Fri Nov 10, 2023, 12:00PM","12"
"Aaron Wan-Bissaka","MUN","D","Claim","NOAD Athletic","27.00","2","Fri Nov 10, 2023, 12:00PM","12"
"Antonee Robinson","FUL","D","Drop","NOAD Athletic","","2","Fri Nov 10, 2023, 12:00PM","12"
"Nicolas Dominguez","NOT","M","Claim","Klimmania","35.00","2","Fri Nov 10, 2023, 12:00PM","12"
"Casemiro","MUN","D,M","Drop","Klimmania","","2","Fri Nov 10, 2023, 12:00PM","12"
"Emerson Royal","TOT","D,M","Claim","Athletic Club Bapao","42.00","1","Fri Nov 10, 2023, 12:00PM","12"
"Milos Kerkez","BOU","D","Drop","Athletic Club Bapao","","1","Fri Nov 10, 2023, 12:00PM","12"
"Eric Dier","TOT","D","Claim","BarcelOna '53","21.00","1","Fri Nov 10, 2023, 12:00PM","12"
"Richarlison","TOT","M,F","Drop","BarcelOna '53","","1","Fri Nov 10, 2023, 12:00PM","12"
"Jan-Paul van Hecke","BHA","D","Claim","Klimmania","7.00","1","Fri Nov 10, 2023, 12:00PM","12"
"Ben Mee","BRF","D","Drop","Klimmania","","1","Fri Nov 10, 2023, 12:00PM","12"
"Neal Maupay","EVE/BRF","F","Claim","Redford United","10.00","1","Fri Nov 10, 2023, 12:00PM","12"
"Jack Grealish","MCI","M,F","Drop","Redford United","","1","Fri Nov 10, 2023, 12:00PM","12"
"Jordan Pickford","EVE","G","Claim","Nimma Koempels","0.00","1","Fri Nov 10, 2023, 12:00PM","12"
"James Trafford","BUR","G","Drop","Nimma Koempels","","1","Fri Nov 10, 2023, 12:00PM","12"
"Scott McTominay","MUN","M","Claim","Redford United","1.00","5","Fri Nov 3, 2023, 11:00AM","11"
"Josh Cullen","BUR","M","Drop","Redford United","","5","Fri Nov 3, 2023, 11:00AM","11"
"Adam Webster","BHA","D","Claim","NOAD Athletic","6.00","5","Fri Nov 3, 2023, 11:00AM","11"
"Jordan Beyer","BUR","D","Drop","NOAD Athletic","","5","Fri Nov 3, 2023, 11:00AM","11"
"Dara O'Shea","BUR","D","Claim","Athletic Club Bapao","6.00","6","Fri Nov 3, 2023, 11:00AM","11"
"Ben Chilwell","CHE","D,M","Drop","Athletic Club Bapao","","6","Fri Nov 3, 2023, 11:00AM","11"
"Jacob Ramsey","AVL","M","Claim","Nimma Koempels","10.00","3","Fri Nov 3, 2023, 11:00AM","11"
"Jeffrey Schlupp","CRY","M,F","Drop","Nimma Koempels","","3","Fri Nov 3, 2023, 11:00AM","11"
"Mario Lemina","WOL","M","Claim","Redford United","4.00","1","Fri Nov 3, 2023, 11:00AM","11"
"Zeki Amdouni","BUR","M,F","Drop","Redford United","","1","Fri Nov 3, 2023, 11:00AM","11"
"Joel Ward","CRY","D","Claim","Klimmania","4.00","2","Fri Nov 3, 2023, 11:00AM","11"
"Josko Gvardiol","MCI","D","Drop","Klimmania","","2","Fri Nov 3, 2023, 11:00AM","11"
"John Stones","MCI","D,M","Claim","Mövenpickje FC","5.00","5","Fri Nov 3, 2023, 11:00AM","11"
"Joel Matip","LIV","D","Drop","Mövenpickje FC","","5","Fri Nov 3, 2023, 11:00AM","11"
"Vinicius de Souza Costa","SHU","M","Claim","Wilton Wankers","3.00","2","Fri Nov 3, 2023, 11:00AM","11"
"Thomas Partey","ARS","D,M","Drop","Wilton Wankers","","2","Fri Nov 3, 2023, 11:00AM","11"
"Luca Koleosho","BUR","M,F","Claim","NOAD Athletic","5.00","2","Fri Nov 3, 2023, 11:00AM","11"
"Marc Cucurella","CHE","D,M","Drop","NOAD Athletic","","2","Fri Nov 3, 2023, 11:00AM","11"
"Ryan Gravenberch","LIV","M","Claim","László Hofnár","21.00","2","Fri Nov 3, 2023, 11:00AM","11"
"Sander Berge","BUR","M","Drop","László Hofnár","","2","Fri Nov 3, 2023, 11:00AM","11"
"Serge Aurier","NOT","D,M","Claim","Athletic Club Bapao","9.00","2","Fri Nov 3, 2023, 11:00AM","11"
"Matt Doherty","WOL","D,M","Drop","Athletic Club Bapao","","2","Fri Nov 3, 2023, 11:00AM","11"
"Chiedozie Ogbene","LUT","M,F","Claim","Klimmania","7.00","3","Fri Nov 3, 2023, 11:00AM","11"
"Joe Willock","NEW","M","Drop","Klimmania","","3","Fri Nov 3, 2023, 11:00AM","11"
"Craig Dawson","WOL","D","Claim","László Hofnár","21.00","1","Fri Nov 3, 2023, 11:00AM","11"
"Ameen Al Dakhil","BUR","D","Drop","László Hofnár","","1","Fri Nov 3, 2023, 11:00AM","11"
"Gustavo Hamer","SHU","M,F","Claim","Poor Man's Pirlo","0.00","1","Fri Nov 3, 2023, 11:00AM","11"
"Cameron Archer","AVL/SHU","M,F","Drop","Poor Man's Pirlo","","1","Fri Nov 3, 2023, 11:00AM","11"
"Rodrigo Bentancur","TOT","M","Claim","Sjeeterboys","47.00","1","Fri Nov 3, 2023, 11:00AM","11"
"Lyle Foster","BUR","M,F","Drop","Sjeeterboys","","1","Fri Nov 3, 2023, 11:00AM","11"
"Brennan Johnson","NOT/TOT","M,F","Claim","One Season Wonderers","26.00","1","Fri Nov 3, 2023, 11:00AM","11"
"Kai Havertz","ARS","M,F","Drop","One Season Wonderers","","1","Fri Nov 3, 2023, 11:00AM","11"
"Andre Onana","MUN","G","Claim","Mövenpickje FC","8.00","1","Fri Nov 3, 2023, 11:00AM","11"
"Neto","BOU","G","Drop","Mövenpickje FC","","1","Fri Nov 3, 2023, 11:00AM","11"
"Matheus Franca","CRY","F","Claim","Sjeeterboys","2.00","5","Fri Oct 27, 2023, 12:00PM","10"
"Nicolas Dominguez","NOT","M","Drop","Sjeeterboys","","5","Fri Oct 27, 2023, 12:00PM","10"
"Marc Cucurella","CHE","D,M","Claim","NOAD Athletic","5.00","3","Fri Oct 27, 2023, 12:00PM","10"
"Pierre-Emile Hojbjerg","TOT","M","Drop","NOAD Athletic","","3","Fri Oct 27, 2023, 12:00PM","10"
"Cameron Archer","AVL/SHU","M,F","Claim","Poor Man's Pirlo","0.00","3","Fri Oct 27, 2023, 12:00PM","10"
"Marvelous Nakamba","LUT","M","Drop","Poor Man's Pirlo","","3","Fri Oct 27, 2023, 12:00PM","10"
"Bernardo Silva","MCI","M,F","Claim","Sjeeterboys","7.00","2","Fri Oct 27, 2023, 12:00PM","10"
"Jacob Ramsey","AVL","M","Drop","Sjeeterboys","","2","Fri Oct 27, 2023, 12:00PM","10"
"Kristoffer Ajer","BRF","D","Claim","BarcelOna '53","11.00","2","Fri Oct 27, 2023, 12:00PM","10"
"Manuel Akanji","MCI","D,M","Drop","BarcelOna '53","","2","Fri Oct 27, 2023, 12:00PM","10"
"Joe Willock","NEW","M","Claim","Klimmania","1.00","4","Fri Oct 27, 2023, 12:00PM","10"
"Alex Iwobi","EVE/FUL","M,F","Drop","Klimmania","","4","Fri Oct 27, 2023, 12:00PM","10"
"Harry Maguire","MUN","D","Claim","Redford United","51.00","2","Fri Oct 27, 2023, 12:00PM","10"
"Luca Koleosho","BUR","M,F","Drop","Redford United","","2","Fri Oct 27, 2023, 12:00PM","10"
"Willian","FUL","M,F","Claim","NOAD Athletic","13.00","4","Fri Oct 27, 2023, 12:00PM","10"
"Ibrahim Sangare","NOT","M","Drop","NOAD Athletic","","4","Fri Oct 27, 2023, 12:00PM","10"
"Ibrahima Konate","LIV","D","Claim","Klimmania","35.00","6","Fri Oct 27, 2023, 12:00PM","10"
"Craig Dawson","WOL","D","Drop","Klimmania","","6","Fri Oct 27, 2023, 12:00PM","10"
"Simon Adingra","BHA","M,F","Claim","Sjeeterboys","36.00","1","Fri Oct 27, 2023, 12:00PM","10"
"Luis Sinisterra","LEE/BOU","M,F","Drop","Sjeeterboys","","1","Fri Oct 27, 2023, 12:00PM","10"
"Jamaal Lascelles","NEW","D","Claim","Klimmania","36.00","1","Fri Oct 27, 2023, 12:00PM","10"
"Victor Lindelof","MUN","D","Drop","Klimmania","","1","Fri Oct 27, 2023, 12:00PM","10"
"Matt Doherty","WOL","D,M","Claim","Athletic Club Bapao","8.00","1","Fri Oct 27, 2023, 12:00PM","10"
"Harry Toffolo","NOT","D,M","Drop","Athletic Club Bapao","","1","Fri Oct 27, 2023, 12:00PM","10"
"Ameen Al Dakhil","BUR","D","Claim","László Hofnár","0.00","1","Fri Oct 27, 2023, 12:00PM","10"
"Andrew Robertson","LIV","D","Drop","László Hofnár","","1","Fri Oct 27, 2023, 12:00PM","10"
"Neto","BOU","G","Claim","Mövenpickje FC","1.00","1","Fri Oct 27, 2023, 12:00PM","10"
"Andre Onana","MUN","G","Drop","Mövenpickje FC","","1","Fri Oct 27, 2023, 12:00PM","10"
"Alex Iwobi","EVE/FUL","M,F","Claim","Klimmania","1.00","6","Fri Oct 20, 2023, 12:00PM","9"
"Tim Ream","FUL","D","Drop","Klimmania","","6","Fri Oct 20, 2023, 12:00PM","9"
"Pierre-Emile Hojbjerg","TOT","M","Claim","NOAD Athletic","7.00","4","Fri Oct 20, 2023, 12:00PM","9"
"Mateo Kovacic","MCI","M","Drop","NOAD Athletic","","4","Fri Oct 20, 2023, 12:00PM","9"
"Zeki Amdouni","BUR","M,F","Claim","Redford United","8.00","2","Fri Oct 20, 2023, 12:00PM","9"
"Beto","EVE","F","Drop","Redford United","","2","Fri Oct 20, 2023, 12:00PM","9"
"Victor Lindelof","MUN","D","Claim","Klimmania","6.00","2","Fri Oct 20, 2023, 12:00PM","9"
"Issa Diop","FUL","D","Drop","Klimmania","","2","Fri Oct 20, 2023, 12:00PM","9"
"Joel Veltman","BHA","D","Claim","NOAD Athletic","7.00","2","Fri Oct 20, 2023, 12:00PM","9"
"Elliot Anderson","NEW","M","Drop","NOAD Athletic","","2","Fri Oct 20, 2023, 12:00PM","9"
"Harry Toffolo","NOT","D,M","Claim","Athletic Club Bapao","4.00","2","Fri Oct 20, 2023, 12:00PM","9"
"Billy Gilmour","BHA","M","Drop","Athletic Club Bapao","","2","Fri Oct 20, 2023, 12:00PM","9"
"Cole Palmer","MCI/CHE","M,F","Claim","Redford United","10.00","1","Fri Oct 20, 2023, 12:00PM","9"
"Leandro Trossard","ARS","M,F","Drop","Redford United","","1","Fri Oct 20, 2023, 12:00PM","9"
"Konstantinos Tsimikas","LIV","D","Claim","Sjeeterboys","57.00","1","Fri Oct 20, 2023, 12:00PM","9"
"Jamaal Lascelles","NEW","D","Drop","Sjeeterboys","","1","Fri Oct 20, 2023, 12:00PM","9"
"Tom Lockyer","LUT","D","Claim","Nimma Koempels","0.00","1","Fri Oct 20, 2023, 12:00PM","9"
"Marc Cucurella","CHE","D,M","Drop","Nimma Koempels","","1","Fri Oct 20, 2023, 12:00PM","9"
"Luca Koleosho","BUR","M,F","Claim","Redford United","1.00","4","Fri Oct 13, 2023, 12:00PM","9"
"Jean-Philippe Mateta","CRY","F","Drop","Redford United","","4","Fri Oct 13, 2023, 12:00PM","9"
"James Trafford","BUR","G","Claim","Nimma Koempels","0.00","2","Fri Oct 13, 2023, 12:00PM","9"
"Robert Sanchez","CHE","G","Drop","Nimma Koempels","","2","Fri Oct 13, 2023, 12:00PM","9"
"Will Hughes","CRY","M","Claim","Redford United","3.00","3","Fri Oct 13, 2023, 12:00PM","9"
"Facundo Pellistri","MUN","M","Drop","Redford United","","3","Fri Oct 13, 2023, 12:00PM","9"
"Nicolas Dominguez","NOT","M","Claim","Sjeeterboys","3.00","2","Fri Oct 13, 2023, 12:00PM","9"
"Joao Gomes","WOL","M","Drop","Sjeeterboys","","2","Fri Oct 13, 2023, 12:00PM","9"
"Craig Dawson","WOL","D","Claim","Klimmania","0.00","4","Fri Oct 13, 2023, 12:00PM","9"
"Joel Ward","CRY","D","Drop","Klimmania","","4","Fri Oct 13, 2023, 12:00PM","9"
"Anel Ahmedhodzic","SHU","D","Claim","Wilton Wankers","0.00","2","Fri Oct 13, 2023, 12:00PM","9"
"Ryan Christie","BOU","M,F","Drop","Wilton Wankers","","2","Fri Oct 13, 2023, 12:00PM","9"
"Joel Matip","LIV","D","Claim","Mövenpickje FC","5.00","2","Fri Oct 13, 2023, 12:00PM","9"
"Ibrahima Konate","LIV","D","Drop","Mövenpickje FC","","2","Fri Oct 13, 2023, 12:00PM","9"
"Pau Torres","AVL","D","Claim","Nimma Koempels","0.00","3","Fri Oct 13, 2023, 12:00PM","9"
"Zeki Amdouni","BUR","M,F","Drop","Nimma Koempels","","3","Fri Oct 13, 2023, 12:00PM","9"
"Jean-Ricner Bellegarde","WOL","M,F","Claim","Poor Man's Pirlo","0.00","12","Fri Oct 13, 2023, 12:00PM","9"
"Gustavo Hamer","SHU","M,F","Drop","Poor Man's Pirlo","","12","Fri Oct 13, 2023, 12:00PM","9"
"Andre Onana","MUN","G","Claim","Mövenpickje FC","1.00","3","Fri Oct 13, 2023, 12:00PM","9"
"Wes Foderingham","SHU","G","Drop","Mövenpickje FC","","3","Fri Oct 13, 2023, 12:00PM","9"
"Joelinton","NEW","M,F","Claim","BarcelOna '53","207.00","1","Fri Oct 13, 2023, 12:00PM","9"
"Joel Veltman","BHA","D","Drop","BarcelOna '53","","1","Fri Oct 13, 2023, 12:00PM","9"
"Murillo","NOT","D,M","Claim","Poor Man's Pirlo","25.00","2","Fri Oct 13, 2023, 12:00PM","9"
"Fabio Vieira","ARS","M","Drop","Poor Man's Pirlo","","2","Fri Oct 13, 2023, 12:00PM","9"
"Michail Antonio","WHU","F","Claim","Poor Man's Pirlo","25.00","1","Fri Oct 13, 2023, 12:00PM","9"
"Taiwo Awoniyi","NOT","F","Drop","Poor Man's Pirlo","","1","Fri Oct 13, 2023, 12:00PM","9"
"Sam Johnstone","CRY","G","Claim","Wilton Wankers","0.00","1","Fri Oct 13, 2023, 12:00PM","9"
"Mark Flekken","BRF","G","Drop","Wilton Wankers","","1","Fri Oct 13, 2023, 12:00PM","9"
"Luis Sinisterra","LEE/BOU","M,F","Claim","Sjeeterboys","6.00","1","Fri Oct 13, 2023, 12:00PM","9"
"Max Aarons","BOU","D","Drop","Sjeeterboys","","1","Fri Oct 13, 2023, 12:00PM","9"
"Josh Cullen","BUR","M","Claim","Redford United","3.00","1","Fri Oct 13, 2023, 12:00PM","9"
"Idrissa Gueye","EVE","M","Drop","Redford United","","1","Fri Oct 13, 2023, 12:00PM","9"
"Joel Ward","CRY","D","Claim","Klimmania","2.00","11","Fri Oct 6, 2023, 12:00PM","8"
"Vitaly Janelt","BRF","D,M","Claim","Nimma Koempels","0.00","8","Fri Oct 6, 2023, 12:00PM","8"
"Josh Cullen","BUR","M","Drop","Nimma Koempels","","8","Fri Oct 6, 2023, 12:00PM","8"
"Facundo Pellistri","MUN","M","Claim","Redford United","0.00","5","Fri Oct 6, 2023, 12:00PM","8"
"Michail Antonio","WHU","F","Drop","Redford United","","5","Fri Oct 6, 2023, 12:00PM","8"
"Issa Diop","FUL","D","Claim","Klimmania","3.00","8","Fri Oct 6, 2023, 12:00PM","8"
"Lyle Foster","BUR","M,F","Claim","Sjeeterboys","6.00","4","Fri Oct 6, 2023, 12:00PM","8"
"Serge Aurier","NOT","D,M","Drop","Sjeeterboys","","4","Fri Oct 6, 2023, 12:00PM","8"
"David Raya","BRF/ARS","G","Claim","Sjeeterboys","9.00","3","Fri Oct 6, 2023, 12:00PM","8"
"Andre Onana","MUN","G","Drop","Sjeeterboys","","3","Fri Oct 6, 2023, 12:00PM","8"
"Ivan Toney","BRF","F","Claim","BarcelOna '53","1.00","6","Fri Oct 6, 2023, 12:00PM","8"
"Sandro Tonali","NEW","M","Drop","BarcelOna '53","","6","Fri Oct 6, 2023, 12:00PM","8"
"Alfie Doughty","LUT","D,M","Claim","Klimmania","1.00","3","Fri Oct 6, 2023, 12:00PM","8"
"Aaron Ramsey","AVL/BUR","M","Drop","Klimmania","","3","Fri Oct 6, 2023, 12:00PM","8"
"Elliot Anderson","NEW","M","Claim","NOAD Athletic","6.00","7","Fri Oct 6, 2023, 12:00PM","8"
"Matheus Nunes","WOL/MCI","M","Drop","NOAD Athletic","","7","Fri Oct 6, 2023, 12:00PM","8"
"Fabio Vieira","ARS","M","Claim","Poor Man's Pirlo","20.00","6","Fri Oct 6, 2023, 12:00PM","8"
"Issa Kabore","LUT","D,M","Drop","Poor Man's Pirlo","","6","Fri Oct 6, 2023, 12:00PM","8"
"Jean-Philippe Mateta","CRY","F","Claim","Redford United","1.00","3","Fri Oct 6, 2023, 12:00PM","8"
"Danny Welbeck","BHA","M,F","Drop","Redford United","","3","Fri Oct 6, 2023, 12:00PM","8"
"Joel Veltman","BHA","D","Claim","BarcelOna '53","17.00","3","Fri Oct 6, 2023, 12:00PM","8"
"Callum Hudson-Odoi","CHE/NOT","M,F","Drop","BarcelOna '53","","3","Fri Oct 6, 2023, 12:00PM","8"
"Jamaal Lascelles","NEW","D","Claim","Sjeeterboys","14.00","2","Fri Oct 6, 2023, 12:00PM","8"
"Reece Burke","LUT","D","Drop","Sjeeterboys","","2","Fri Oct 6, 2023, 12:00PM","8"
"Billy Gilmour","BHA","M","Claim","Athletic Club Bapao","8.00","3","Fri Oct 6, 2023, 12:00PM","8"
"Anel Ahmedhodzic","SHU","D","Drop","Athletic Club Bapao","","3","Fri Oct 6, 2023, 12:00PM","8"
"Antonee Robinson","FUL","D","Claim","NOAD Athletic","8.00","2","Fri Oct 6, 2023, 12:00PM","8"
"Aaron Hickey","BRF","D,M","Drop","NOAD Athletic","","2","Fri Oct 6, 2023, 12:00PM","8"
"Vitalii Mykolenko","EVE","D,M","Claim","Mövenpickje FC","31.00","3","Fri Oct 6, 2023, 12:00PM","8"
"Christian Eriksen","MUN","M","Drop","Mövenpickje FC","","3","Fri Oct 6, 2023, 12:00PM","8"
"John McGinn","AVL","M,F","Claim","Poor Man's Pirlo","25.00","4","Fri Oct 6, 2023, 12:00PM","8"
"Dara O'Shea","BUR","D","Drop","Poor Man's Pirlo","","4","Fri Oct 6, 2023, 12:00PM","8"
"Antony","MUN","M,F","Claim","Wilton Wankers","251.00","1","Fri Oct 6, 2023, 12:00PM","8"
"Joelinton","NEW","M,F","Drop","Wilton Wankers","","1","Fri Oct 6, 2023, 12:00PM","8"
"Sofyan Amrabat","MUN","M","Claim","Mövenpickje FC","78.00","1","Fri Oct 6, 2023, 12:00PM","8"
"Luca Koleosho","BUR","M,F","Drop","Mövenpickje FC","","1","Fri Oct 6, 2023, 12:00PM","8"
"Richarlison","TOT","M,F","Claim","BarcelOna '53","125.00","1","Fri Oct 6, 2023, 12:00PM","8"
"Ashley Young","EVE","D,M","Drop","BarcelOna '53","","1","Fri Oct 6, 2023, 12:00PM","8"
"Jose Sa","WOL","G","Claim","One Season Wonderers","6.00","1","Fri Oct 6, 2023, 12:00PM","8"
"Jordan Pickford","EVE","G","Drop","One Season Wonderers","","1","Fri Oct 6, 2023, 12:00PM","8"
"Marc Cucurella","CHE","D,M","Claim","Nimma Koempels","0.00","1","Fri Oct 6, 2023, 12:00PM","8"
"Ameen Al Dakhil","BUR","D","Drop","Nimma Koempels","","1","Fri Oct 6, 2023, 12:00PM","8"
"Amari'i Bell","LUT","D,M","Drop","Klimmania","","1","Wed Oct 4, 2023, 2:02PM","8"
"Lisandro Martinez","MUN","D","Drop","Klimmania","","1","Wed Oct 4, 2023, 2:02PM","8"
"Michail Antonio","WHU","F","Claim","Redford United","1.00","3","Fri Sep 29, 2023, 12:00PM","7"
